metric_name,group_name,data_period,est,lci,uci,geo_name,state_abbr,period_type,source_name
Dental Care,Total,2022,54.8,52.1,57.5,Oxnard,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.1,54,58.2,Palmdale,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.1,66.7,71.5,Palm Desert,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,76.4,74.4,78.4,Palo Alto,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,52,49.8,54.2,Paramount,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.1,64.2,68,Pasadena,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53,50.2,55.8,Perris,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.5,66.8,72.2,Petaluma,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.4,54.3,58.5,Pico Rivera,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.1,56.3,61.9,Pittsburg,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.6,63.3,67.9,Placentia,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,74,71.9,76.1,Pleasanton,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.5,51.4,55.6,Pomona,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,52,49,55,Porterville,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.9,59.3,64.5,Rancho Cordova,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.6,61,66.2,Rancho Cucamonga,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.6,59.6,65.6,Redding,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.1,61.7,66.5,Redlands,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,73.4,71.6,75.2,Redondo Beach,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.1,64.4,69.8,Redwood City,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.8,49.1,54.5,Rialto,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.9,56.2,61.6,Richmond,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.3,56.7,61.9,Riverside,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,72,69.5,74.5,Rocklin,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,50.8,48.7,52.9,Rosemead,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.2,67.6,72.8,Roseville,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.8,57.2,62.4,Sacramento,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,52,49,55,Salinas,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,47.7,45,50.4,San Bernardino,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.8,63.2,68.4,San Buenaventura (Ventura),CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.5,70.4,74.6,San Clemente,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.6,62.3,66.9,San Diego,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.8,64.3,69.3,San Francisco,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.7,52,57.4,San Jacinto,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65,62.6,67.4,San Jose,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.8,60.3,65.3,San Leandro,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65,62.7,67.3,San Marcos,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.5,65.8,71.2,San Mateo,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.9,65.3,70.5,San Rafael,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.1,71.8,76.4,San Ramon,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.1,50.5,55.7,Santa Ana,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.8,63.1,68.5,Santa Barbara,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.2,66.9,71.5,Santa Clara,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.3,65.4,69.2,Santa Clarita,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65,62.1,67.9,Santa Cruz,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,50.8,47.8,53.8,Santa Maria,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.3,70.6,74,Santa Monica,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.5,61.6,67.4,Santa Rosa,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.2,63.9,68.5,Santee,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.6,65.1,70.1,Simi Valley,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.7,49.6,53.8,South Gate,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.6,61.7,67.5,South San Francisco,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60,57.9,62.1,South Whittier,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.2,50.3,56.1,Stockton,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.7,68.5,72.9,Sunnyvale,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.8,66.4,71.2,Temecula,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,71,68.6,73.4,Thousand Oaks,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.2,68.4,72,Torrance,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.7,57.8,63.6,Tracy,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.5,51.5,57.5,Tulare,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.2,55.3,61.1,Turlock,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.1,62.7,67.4,Tustin,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.1,63.7,68.5,Union City,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.3,59.7,64.9,Upland,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.5,61.6,67.4,Vacaville,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.8,56.8,62.8,Vallejo,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,49.1,46.4,51.8,Victorville,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.9,58,63.8,Visalia,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.7,58.3,63.1,Vista,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,75.2,73,77.4,Walnut Creek,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,50.6,47.5,53.7,Watsonville,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.3,60.2,64.4,West Covina,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.5,53,58,Westminster,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.3,57.4,63.2,West Sacramento,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.6,61.6,65.6,Whittier,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.6,58.7,64.5,Woodland,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.2,70.1,74.3,Yorba Linda,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.4,53.3,59.5,Yuba City,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.2,60.6,65.8,Yucaipa,CA,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.7,66.4,71,Arvada,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.2,57,61.4,Aurora,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.3,64.9,69.7,Boulder,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.9,67.3,72.5,Broomfield,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,73.7,71.4,76,Castle Rock,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.8,70.7,74.9,Centennial,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,64,61.6,66.4,Colorado Springs,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.3,54.8,59.8,Commerce City,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.2,63,67.4,Denver,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.2,60.6,65.8,Fort Collins,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.4,58.6,64.2,Grand Junction,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.8,54.4,59.2,Greeley,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,76.1,74,78.2,Highlands Ranch,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,71.8,69.6,74,Lafayette,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.6,63.2,68,Lakewood,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.8,65.4,70.2,Longmont,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.8,64.3,69.3,Loveland,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,73.1,70.9,75.3,Parker,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.9,52.1,57.7,Pueblo,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.5,59,64,Thornton,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.5,63.5,67.5,Westminster,CO,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.9,55.4,60.4,Bridgeport,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.4,67.3,71.5,Bristol,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.7,65.5,69.9,Danbury,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.4,50.9,55.9,Hartford,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,62,59.6,64.4,Meriden,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.9,72.9,76.9,Milford,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.5,55.1,59.9,New Britain,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.7,57.3,62.1,New Haven,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,71.4,69.3,73.5,Norwalk,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,71.6,69.5,73.7,Stamford,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.6,62,67.2,Torrington,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.7,54.2,59.2,Waterbury,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,65,62.7,67.3,West Haven,CT,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.8,50.7,56.9,Wilmington,DE,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.3,64.9,71.7,Washington,DC,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.5,53.9,59.1,Apopka,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.1,65.5,70.7,Boca Raton,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.1,64.6,69.6,Bonita Springs,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.1,56.2,62,Boynton Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.5,52.8,58.2,Bradenton,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.4,58.7,64.1,Cape Coral,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.4,53.7,59.1,Clearwater,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.1,57.4,62.8,Coconut Creek,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.3,63.9,68.7,Coral Gables,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.4,58.8,64,Coral Springs,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,61,58.4,63.6,Davie,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.2,48.3,54.1,Daytona Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.4,52.7,58.1,Deerfield Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.1,56.2,62,DeLand,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.6,57.8,63.4,Delray Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.2,52.2,58.2,Deltona,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.6,58,63.2,Doral,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.6,57,62.2,Fort Lauderdale,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.2,52.6,57.8,Fort Myers,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.9,49.1,54.7,Gainesville,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,48.5,45.8,51.2,Hialeah,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.5,54.8,60.2,Hollywood,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,48.8,46.2,51.4,Homestead,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.9,51.3,56.5,Jacksonville,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.1,64.5,69.7,Jupiter,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,46.5,43.6,49.4,Kissimmee,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.8,52.1,57.5,Lakeland,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.1,55.3,60.9,Largo,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,48.6,45.9,51.3,Lauderhill,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.5,53.8,59.2,Margate,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.2,53.4,59,Melbourne,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,52,49.4,54.6,Miami,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.4,58.8,64,Miami Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,48.6,45.8,51.4,Miami Gardens,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.5,56.8,62.2,Miramar,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,47.2,44.5,49.9,North Miami,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,64,61.3,66.7,North Port,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,52.8,50,55.6,Ocala,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.7,53,58.4,Orlando,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.8,51.9,57.7,Palm Bay,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.1,66.5,71.7,Palm Beach Gardens,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.7,57,62.4,Palm Coast,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.2,57.6,62.8,Pembroke Pines,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.1,56.2,62,Pensacola,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.8,52,57.6,Pinellas Park,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.6,60,65.2,Plantation,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.1,52.5,57.7,Pompano Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.9,57,62.8,Port Orange,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.5,55.7,61.3,Port St. Lucie,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56,53.1,58.9,St. Cloud,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.3,57.6,63,St. Petersburg,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.4,51.5,57.3,Sanford,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.2,58.6,63.8,Sarasota,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.5,54.8,60.2,Sunrise,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.7,52.9,58.5,Tallahassee,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.9,54.2,59.6,Tamarac,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.2,52.6,57.8,Tampa,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.1,64.4,69.8,Wellington,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.6,67.2,72,Weston,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.8,53.9,59.7,West Palm Beach,FL,1 year modeled estimate,PLACES
Dental Care,Total,2022,48.9,46,51.8,Albany,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.4,70.3,74.5,Alpharetta,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.9,54,59.8,Athens,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.7,58.4,63,Atlanta,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.1,50.2,56,Augusta,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.2,64.8,69.6,Brookhaven,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.7,53,58.4,Columbus,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,71.8,69.5,74.1,Decatur,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.1,67.8,72.4,Dunwoody,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.4,50.8,56,East Point,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.3,70.2,74.4,Johns Creek,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53,50.1,55.9,Macon,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.1,57.7,62.5,Marietta,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.1,68,72.2,Roswell,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.4,68.2,72.6,Sandy Springs,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,56,53.1,58.9,Savannah,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.6,63.2,68,Smyrna,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.6,56.1,61.1,South Fulton,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.8,51,56.6,Stonecrest,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.7,48.9,54.5,Valdosta,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.9,55,60.8,Warner Robins,GA,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.7,67.6,71.8,Boise City,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.9,57.4,62.4,Caldwell,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.2,62.5,67.9,Coeur d'Alene,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.5,63,68,Idaho Falls,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.6,63.8,69.4,Lewiston,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.4,70.3,74.5,Meridian,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.7,62.3,67.1,Nampa,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.6,60.8,66.4,Pocatello,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.3,50.2,56.4,Rexburg,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.5,58.7,64.3,Twin Falls,ID,1 year modeled estimate,PLACES
Dental Care,Total,2022,71.1,68.9,73.3,Arlington Heights,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.1,57.6,62.6,Aurora,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.1,55.5,60.7,Berwyn,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.2,61,67.4,Bloomington,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.5,61.6,67.4,Bolingbrook,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.6,54.4,60.8,Champaign,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.4,55.9,60.9,Chicago,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,49.5,46.8,52.2,Cicero,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,56.7,53.3,60.1,Decatur,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.4,63,67.8,Des Plaines,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.9,70.4,75.4,Downers Grove,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,45.2,42,48.4,East St. Louis,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60,57.4,62.6,Elgin,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.7,66.4,71,Evanston,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.4,65,69.8,Hoffman Estates,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.2,57.3,63.1,Joliet,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.7,52.3,59.1,Kewanee,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.1,64.7,69.5,Mount Prospect,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.5,72.4,76.6,Naperville,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.3,56.1,62.5,Normal,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.2,59.6,64.8,Oak Lawn,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,72.3,70.1,74.5,Oak Park,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,68.9,66.5,71.3,Orland Park,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.3,63.9,68.7,Palatine,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.6,55.5,61.7,Peoria,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.8,50.5,57.1,Rockford,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,68,65.6,70.4,Schaumburg,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,66.5,64.1,68.9,Skokie,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.5,57.4,63.6,Springfield,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,69.5,67.4,71.6,Tinley Park,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,52.2,49.1,55.3,Waukegan,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.4,71.9,76.9,Wheaton,IL,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.9,51,56.8,Anderson,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.9,51.1,56.7,Bloomington,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,76.8,74.7,78.9,Carmel,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.6,60.8,66.4,Columbus,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.7,48.8,54.6,Elkhart,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.7,54.8,60.6,Evansville,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.2,72,76.4,Fishers,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.2,55.7,60.7,Fort Wayne,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,40.1,37.8,42.4,Gary,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,64,61.2,66.8,Greenwood,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,49,46.7,51.3,Hammond,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.6,57.5,61.7,Indianapolis,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.2,54.3,60.1,Kokomo,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,57.8,54.9,60.7,Lafayette,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.7,56.5,62.9,Liberty,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,52,49,55,Michigan City,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.2,55.4,61,Mishawaka,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,51.3,48.3,54.3,Muncie,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.6,68.2,73,Noblesville,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,55,51.9,58.1,Richmond,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,52.9,50.1,55.7,South Bend,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,52.8,50,55.6,Terre Haute,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.4,72,76.8,Zionsville,IN,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.1,60.3,65.9,Ames,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.7,72.7,76.7,Ankeny,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,66,63.5,68.5,Cedar Rapids,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.3,58.6,64,Council Bluffs,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,64.4,61.7,67.1,Davenport,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.1,58.7,63.5,Des Moines,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,67.8,65.2,70.4,Dubuque,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.7,61.1,66.3,Iowa City,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65.4,62.5,68.3,Mason City,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.7,57.2,62.2,Sioux City,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.4,60.2,64.6,Waterloo,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,73.2,71.4,75,West Des Moines,IA,1 year modeled estimate,PLACES
Dental Care,Total,2022,53.2,50.8,55.6,Kansas City,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,63.6,61.1,66.1,Lawrence,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,73.4,71.5,75.3,Lenexa,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.3,57.5,63.1,Manhattan,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,70.8,68.8,72.8,Olathe,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,74.9,73,76.8,Overland Park,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,71.7,69.7,73.7,Shawnee,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,62.6,60.2,65,Topeka,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.7,58.5,62.9,Wichita,KS,1 year modeled estimate,PLACES
Dental Care,Total,2022,52.6,49.5,55.7,Bowling Green,KY,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.2,52.1,58.3,Covington,KY,1 year modeled estimate,PLACES
Dental Care,Total,2022,61.3,58.5,64.1,Lexington,KY,1 year modeled estimate,PLACES
Dental Care,Total,2022,60.5,57.7,63.3,Louisville,KY,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.7,55.6,61.8,Owensboro,KY,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.2,52.4,58,Baton Rouge,LA,1 year modeled estimate,PLACES
Dental Care,Total,2022,55.4,52.4,58.4,Bossier City,LA,1 year modeled estimate,PLACES
Dental Care,Total,2022,58.6,56,61.2,Kenner,LA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59.3,56.6,62,Lafayette,LA,1 year modeled estimate,PLACES
Dental Care,Total,2022,54.3,51.4,57.2,Lake Charles,LA,1 year modeled estimate,PLACES
Dental Care,Total,2022,65,62.5,67.5,Metairie,LA,1 year modeled estimate,PLACES
Dental Care,Total,2022,59,56.2,61.8,New Orleans,LA,1 year modeled estimate,PLACES
